Priority,Type,Used On (# pages),Asset ID,Dimensions,Action,Image URL
Low,Content Image (Sanity),1,99274cf6248570a4113265e15671909d071c2628-1080x499.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/99274cf6248570a4113265e15671909d071c2628-1080x499.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,367b611b93e2f6a9012bc252be894caae11a8f31-1920x1080.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/367b611b93e2f6a9012bc252be894caae11a8f31-1920x1080.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,f2a38cecaca1e1e7be74ca8aa9e8e03c617d66d1-1920x1080.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/f2a38cecaca1e1e7be74ca8aa9e8e03c617d66d1-1920x1080.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,d19b99d784bbe4943a025e9c06a610436fe6fe07-1024x682.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/d19b99d784bbe4943a025e9c06a610436fe6fe07-1024x682.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,ec69425bbbb534a71121208cdb0bee1da7325e5e-1920x1080.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/ec69425bbbb534a71121208cdb0bee1da7325e5e-1920x1080.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,be8908af70dac979c39881b5a9677ee646eb7a42-1920x1280.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/be8908af70dac979c39881b5a9677ee646eb7a42-1920x1280.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,27e8fba3a1e9dba68c062f72aa27e2d46f54ef47-1920x1080.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/27e8fba3a1e9dba68c062f72aa27e2d46f54ef47-1920x1080.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,9399860412ed553c52263f2a3568de8dda77bf2f-1920x1080.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/9399860412ed553c52263f2a3568de8dda77bf2f-1920x1080.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,f394ffdfed1ba1ddeb269787fdd4b6436a5f56a7-1920x1080.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/f394ffdfed1ba1ddeb269787fdd4b6436a5f56a7-1920x1080.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,491464f808bf86bf14550899603f74c3f9862a67-1280x1920.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/491464f808bf86bf14550899603f74c3f9862a67-1280x1920.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,7686264a3e817d29a3ea7166c600e726a609e380-1080x1350.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/7686264a3e817d29a3ea7166c600e726a609e380-1080x1350.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,6a384595b3030eaa423a8a80f56dcca2c18e8a25-1667x1042.webp,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/6a384595b3030eaa423a8a80f56dcca2c18e8a25-1667x1042.webp?w=1200&auto=format
Low,Content Image (Sanity),1,87a7c28a588da9ce11649ad03ba363dd127c0af4-1920x1080.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/87a7c28a588da9ce11649ad03ba363dd127c0af4-1920x1080.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,c9e05cceb962093f90b74ac514cc2a4f4db78565-1920x1080.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/c9e05cceb962093f90b74ac514cc2a4f4db78565-1920x1080.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,d55437684ffb914416fa5fc76881dd58c5fd360f-1920x1080.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/d55437684ffb914416fa5fc76881dd58c5fd360f-1920x1080.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,647d31f16f6f5259ca7891f4adc4794a43ca6871-784x434.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/647d31f16f6f5259ca7891f4adc4794a43ca6871-784x434.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,bcc861658ae8535f1061905a680c999c3bc71268-1920x1080.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/bcc861658ae8535f1061905a680c999c3bc71268-1920x1080.jpg?w=1200&auto=format
Low,Content Image (Sanity),1,87d2d282ade97349f93d30dd9ca3e38ffdfe01ed-1920x1080.jpg,,Add alt text in Sanity,https://cdn.sanity.io/images/ypmt1bmc/production/87d2d282ade97349f93d30dd9ca3e38ffdfe01ed-1920x1080.jpg?w=1200&auto=format
